gene_symbol,transcript_id,TPM
SAMD11,ENST00000342066,0
NOC2L,ENST00000327044,6.404891
KLHL17,ENST00000338591,0.626306
PLEKHN1,ENST00000379410,0.046006
HES4,ENST00000304952,0.33009
AGRN,ENST00000379370,2.258747
RNF223,ENST00000453464,0.005543
C1orf159,ENST00000421241,0.413984
TTLL10,ENST00000379289,0.002276
TNFRSF18,ENST00000379268,0
TNFRSF4,ENST00000379236,0.053965
SDF4,ENST00000360001,3.224082
B3GALT6,ENST00000379198,2.266368
FAM132A,ENST00000330388,0.009731
UBE2J2,ENST00000349431,0.795642
SCNN1D,ENST00000379116,0.159614
ACAP3,ENST00000354700,1.394828
PUSL1,ENST00000379031,1.547962
CPSF3L,ENST00000435064,2.445309
GLTPD1,ENST00000343938,0.798949
TAS1R3,ENST00000339381,0.076593
DVL1,ENST00000378888,0.183289
MXRA8,ENST00000309212,0
CCNL2,ENST00000400809,0.306553
MRPL20,ENST00000344843,12.067151
VWA1,ENST00000476993,0.181408
ATAD3A,ENST00000378756,0
TMEM240,ENST00000378733,0.005684
SSU72,ENST00000291386,9.245201
C1orf233,ENST00000422725,0.790681
MMP23B,ENST00000356026,0
CDK11B,ENST00000341832,0.543692
CDK11A,ENST00000404249,0.658461
NADK,ENST00000341426,0
GNB1,ENST00000378609,17.443644
CALML6,ENST00000307786,0
TMEM52,ENST00000310991,0.533605
GABRD,ENST00000378585,0.118493
PRKCZ,ENST00000378567,0.368469
C1orf86,ENST00000378546,1.923894
SKI,ENST00000378536,2.263609
MORN1,ENST00000378531,0.050596
RER1,ENST00000605895,3.015847
PEX10,ENST00000447513,2.783782
PLCH2,ENST00000378486,0.009567
PANK4,ENST00000378466,1.311676
HES5,ENST00000378453,0.191541
FAM213B,ENST00000419916,0.377719
MMEL1,ENST00000378412,0.470899
ACTRT2,ENST00000378404,0
PRDM16,ENST00000270722,0.395984
ARHGEF16,ENST00000378378,0.060891
MEGF6,ENST00000356575,0.127265
TPRG1L,ENST00000378344,1.822201
WRAP73,ENST00000270708,0.917397
TP73,ENST00000378295,0
CCDC27,ENST00000294600,0.034147
LRRC47,ENST00000378251,2.469195
CEP104,ENST00000378230,0.497857
DFFB,ENST00000378209,0.17105
C1orf174,ENST00000361605,1.401488
AJAP1,ENST00000378191,0.020044
NPHP4,ENST00000378156,0.451525
CHD5,ENST00000262450,0.0571
RPL22,ENST00000234875,8.674895
RNF207,ENST00000377939,0.145918
ICMT,ENST00000343813,1.546846
HES3,ENST00000377898,0
GPR153,ENST00000377893,1.043987
ACOT7,ENST00000361521,0.105559
HES2,ENST00000377834,0.078299
TNFRSF25,ENST00000356876,0
PLEKHG5,ENST00000377728,0.43496
NOL9,ENST00000377705,1.845542
TAS1R1,ENST00000333172,0.05673
ZBTB48,ENST00000377674,0.346006
KLHL21,ENST00000377658,2.542947
PHF13,ENST00000377648,1.410717
DNAJC11,ENST00000377577,2.869739
CAMTA1,ENST00000303635,0.203834
VAMP3,ENST00000054666,6.287452
UTS2,ENST00000361696,0.044281
TNFRSF9,ENST00000377507,0
PARK7,ENST00000338639,2.297746
ERRFI1,ENST00000377482,3.283873
SLC45A1,ENST00000471889,0.108274
RERE,ENST00000400908,0.421526
ENO1,ENST00000234590,195.109201
CA6,ENST00000377443,0
SLC2A5,ENST00000377424,0.11571
GPR157,ENST00000377411,0.304456
H6PD,ENST00000377403,1.105524
SPSB1,ENST00000328089,1.205242
SLC25A33,ENST00000302692,0.871998
TMEM201,ENST00000340381,0
PIK3CD,ENST00000377346,0.90688
CLSTN1,ENST00000377298,0.618428
CTNNBIP1,ENST00000377263,1.544671
LZIC,ENST00000377223,1.177998
NMNAT1,ENST00000377205,0.61725
RBP7,ENST00000294435,0.174603
UBE4B,ENST00000343090,0.82174
PGD,ENST00000270776,7.03341
APITD1,ENST00000309048,0.373255
CORT,ENST00000377049,0.178118
DFFA,ENST00000377038,2.556486
PEX14,ENST00000356607,1.346308
CASZ1,ENST00000377022,0.300942
TARDBP,ENST00000240185,0.996888
MASP2,ENST00000400897,0.518523
SRM,ENST00000376957,3.174124
