gene_symbol,transcript_id,TPM
SAMD11,ENST00000342066,0
NOC2L,ENST00000327044,3.253981
KLHL17,ENST00000338591,0.268449
PLEKHN1,ENST00000379410,0
HES4,ENST00000304952,0.923097
AGRN,ENST00000379370,4.537114
RNF223,ENST00000453464,0
C1orf159,ENST00000421241,0.106512
TTLL10,ENST00000379289,0
TNFRSF18,ENST00000379268,0
TNFRSF4,ENST00000379236,0.019052
SDF4,ENST00000360001,1.738148
B3GALT6,ENST00000379198,1.16029
FAM132A,ENST00000330388,0.012715
UBE2J2,ENST00000349431,0.70147
SCNN1D,ENST00000379116,0
ACAP3,ENST00000354700,1.896032
PUSL1,ENST00000379031,0.880985
CPSF3L,ENST00000435064,0
GLTPD1,ENST00000343938,1.089855
TAS1R3,ENST00000339381,0.058728
DVL1,ENST00000378888,0.020499
MXRA8,ENST00000309212,0.198642
CCNL2,ENST00000400809,0.352482
MRPL20,ENST00000344843,7.194323
VWA1,ENST00000476993,0.18661
ATAD3A,ENST00000378756,0.590818
TMEM240,ENST00000378733,0.053188
SSU72,ENST00000291386,3.290318
C1orf233,ENST00000422725,1.224171
MMP23B,ENST00000356026,0
CDK11B,ENST00000341832,0.344839
CDK11A,ENST00000404249,0.38741
NADK,ENST00000341426,0
GNB1,ENST00000378609,18.417263
CALML6,ENST00000307786,0
TMEM52,ENST00000310991,0.015
GABRD,ENST00000378585,0
PRKCZ,ENST00000378567,0.121499
C1orf86,ENST00000378546,1.236619
SKI,ENST00000378536,2.140314
MORN1,ENST00000378531,0.10306
RER1,ENST00000605895,2.909031
PEX10,ENST00000447513,1.0889
PLCH2,ENST00000378486,0.146215
PANK4,ENST00000378466,0.770704
HES5,ENST00000378453,1.545466
FAM213B,ENST00000419916,0
MMEL1,ENST00000378412,0.104278
ACTRT2,ENST00000378404,0
PRDM16,ENST00000270722,0.306401
ARHGEF16,ENST00000378378,0.174336
MEGF6,ENST00000356575,0.132322
TPRG1L,ENST00000378344,0.866823
WRAP73,ENST00000270708,0.67879
TP73,ENST00000378295,0
CCDC27,ENST00000294600,0
LRRC47,ENST00000378251,1.67051
CEP104,ENST00000378230,0.651382
DFFB,ENST00000378209,0.235698
C1orf174,ENST00000361605,0.957549
AJAP1,ENST00000378191,0.492046
NPHP4,ENST00000378156,0.226466
CHD5,ENST00000262450,0.637378
RPL22,ENST00000234875,16.774582
RNF207,ENST00000377939,0.077918
ICMT,ENST00000343813,1.249114
HES3,ENST00000377898,0
GPR153,ENST00000377893,1.697593
ACOT7,ENST00000361521,0.033912
HES2,ENST00000377834,0
TNFRSF25,ENST00000356876,0
PLEKHG5,ENST00000377728,0
NOL9,ENST00000377705,1.590263
TAS1R1,ENST00000333172,0.037665
ZBTB48,ENST00000377674,0.016034
KLHL21,ENST00000377658,1.081494
PHF13,ENST00000377648,1.318203
DNAJC11,ENST00000377577,2.070571
CAMTA1,ENST00000303635,0.700443
VAMP3,ENST00000054666,3.038852
UTS2,ENST00000361696,0
TNFRSF9,ENST00000377507,0
PARK7,ENST00000338639,3.160585
ERRFI1,ENST00000377482,1.435067
SLC45A1,ENST00000471889,0.139857
RERE,ENST00000400908,0.995004
